objectid,identifier,filename,title,isbn,title-es,creator,illustrator,translator,description-en,description-es,date,location_first_en,location_first_es,latitude_first,longitude_first,location_second_en,location_second_es,latitude_second,longitude_second,location_third_en,location_third_es,latitude_third,longitude_third,location_fourth_en,location_fourth_es,latitude_fourth,longitude_fourth,subject-en,subject-es,tags-en,tags-es,age_group_interest_level,lexile level,lexile level spanish,atos level english,atos level spanish,ar_id,language,source,type,format,rights,rightsstatement
latchbo0027,1,latchbo0027.jpg,"Esteban de Luna, Baby Rescuer!",1558858474,"Esteban de Luna, ¡Rescatador de bebės!",Larissa M. Mercado-López,Alex Pardo DeLange,Gabriela Baeza Ventura,"When Esteban thinks his green cape lacks super powers he decides to sell it, but at the park as a storm blows in he finds a baby doll on the swings, so he rescues it by bringing it home safely, making him feel like a superhero after all.","Cuando Esteban piensa que su capa verde no tiene superpoderes decide venderla pero cuando una tormenta pega en el parque encuentra una muñeca en los columpios, él la rescata y la trae a casa para cuidarla. Al final, este acto lo hace sentir como superhéroe.",2017,"Gregory, TX","Gregory, TX",27.9225320909685,-97.2903842480600,,,,,,,,,,,,,Heroes--Fiction; Imagination--Fiction; Dolls--Fiction,Hėroes--Ficción; Imaginación--Ficción; Muñecas--Ficción,Superhero; Cape; Family; Park; Dolls; Dreams; Imagination,Superhéroe; Capa; Familia; Parque; Muñecas; Sueños; Imaginación,lower grades,,,,,,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0028,1,latchbo0028.jpg,Estrellita in the Big City,1558854983,Estrellita en la ciudad grande,Samuel Caraballo,Pablo Torrecilla,,"This book is about a telephone conversation in which young Estrellita, who has recently moved to Brooklyn, New York, tells her grandmother, who still lives in Puerto Rico, all about her adventures in and near Manhattan.","Este libro es sobre una conversación telefónica en la que la pequeña Estrellita, quien recientemente se mudó a Brooklyn, Nueva York, le cuenta a su abuela quien aún vive en Puerto Rico, todo sobre sus aventuras en y alrededor de Manhattan. ",2008,"Brooklyn, NY","Brooklyn, NY",40.6788105892664,-73.9501502461070,"Manhattan, NY","Manhattan, NY",40.7173206331535,-74.0148815435216,,,,,,,,,Immigrants--New York(State)--New York--Fiction; Puerto Ricans--New York(State)--New York--Fiction; Grandmothers--Fiction; New York (N.Y.)--Fiction,Inmigrantes--Nueva York(Estado)--Nueva York--Ficción; Puertorriqueños--Nueva York(Estado)--Nueva York--Ficción; Abuelas--Ficción; Nueva York (N.Y.)--Ficción,Immigrants; Puerto Rico; Puerto Rican; Tourism; New York; Abuelas; Distance,Inmigrantes; Puerto Rico; Puertorriqueños; turismo; Nueva York; Abuelas; distancia,lower grades,,,3,4.2,123864,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0029,1,latchbo0029.jpg,Estrellita Says Good-bye to Her Island,1558853383,Estrellita se despide de su isla,Samuel Caraballo,Pablo Torrecilla,,"As Estrellita leaves her beloved Caribbean island home, she combines all of its features into an ode celebrating its green and eternal beauty.",Mientras Estrellita se despide de su querida casa en la isla del Caribe decide escribirle una oda que celebra su naturaleza y eterna belleza.,2002,"Vieques, Puerto Rico","Vieques, Puerto Rico",18.1480866157188,-65.4453716992607,,,,,,,,,,,,,Caribbean Area--Fiction; Nature--Fiction; Spanish language materials--Bilingual,Área Caribe--Ficción; Naturaleza--Ficción; Materiales en español--Bilingüe,Rhyming; Poetry; Ode; Puerto Rico; Puerto Rican; Island; Moving; Migrating,Rima; poesía; oda; Puerto Rico; Puertorriqueño; isla; mudarse; migrando,lower grades,,,4.4,4.4,59185,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0030,1,latchbo0030.jpg,Family,1558852700,Familia,Diane Gonzales Bertrand,Pauline Rodriguez Howard,Julia Mercedes Castilla,"A reluctant participant in the González family reunion, Daniel has some pleasant suprises and discovers the meaning of family.","Daniel, un miembro de la familia González que no quería participar en la reunión familiar, obtiene sorpresas agradables y descubre el significado de familia. ",1999,"Kingsville, TX","Kingsville, TX",27.5162872651174,-97.8547591903241,,,,,,,,,,,,,Family reunions--Fiction; Mexican Americans--Fiction; Spanish language materials--Bilingual,Reuniones familia--Ficción; Mexicano americanos--Ficción; Materiales en español--Bilingüe,Family; Family trees; Family reunions; Mexican Americans; Parties; Dancing; Piñatas; Mariachis; Picnic,Familia; árbol de familia; reuniones de familia; Mexicano americanos; fiestas; bailando; piñatas; mariachis; pinic,lower grades,,,3.5,3.5,23995,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0031,1,latchbo0031.jpg,"Fire, Little Fire",1954635176,"Fuego, Fueguito",Jorge Tetl Argueta,Felipe Ugalde Alcántara,Jorge Tetl Argueta / Madeleine Maillet,"This book describes in Spanish, English, and Nahuat--the characteristics of fire from the perspective of one little spark.","Este libro describe en español, inglés y nahuat, las características del fuego desde la perspectiva de una llamita.",2019,El Salvador,El Salvador,13.6840641078745,-89.3260044884474,"San Francisco, CA","San Francisco, CA",37.7744982826571,-122.4183769053230,,,,,,,,,Fire--Fiction; Polyglot materials,Fuego--Ficción; Materiales políglotas,Fire; Spark; Flame; Indigenous author; Trilingual; The life of fire;,Fuego; chispa; llama; Autor indígena; Trilingüe; La vida del fuego,lower grades,570L,480L,2.4,1.5,513266,"Trilingual (English, Spanish, and Nahuat)",,Image; StillImage,image/jpg,Arte Público Press,
latchbo0032,1,latchbo0032.jpg,Francisco's Kites,1558858040,Las cometas de Francisco,Alicia Z. Klepeis,Gary Undercuffler,Gabriela Baeza Ventura,"Francisco misses his village in El Salvador, and especially flying a kite with his friends, but Mamá cannot afford to buy a kite. He gathers discarded materials around his apratment building and makes his own, which catches the eye of a store owner and leads to a wonderful project.","Francisco extraña su pueblo en El Salvador, y en especial el volar un cometa con sus amigos, pero Mamá no puede comprarle uno. Junta materiales descartados en el edificio de departamentos y hace su propia cometa, y esta llama la atención de la dueña de una tienda lo cual termina en un maravilloso proyecto.",2015,"Alegría, El Salvador","Alegria, El Salvador",13.5072283387716,-88.4858393742279,"Hamilton, NY","Hamilton, NY",42.8269378534756,-75.5454989415586,,,,,,,,,Kites--Fiction; Recycling (Waste)--Fiction; Handicraft--Fiction; Salvadoran Americans--Fiction; Homesickness--Fiction; Spanish language materials--Bilingual,Cometas--Ficción; Reciclando (Basura)--Ficción; Artesanía--Ficción; Salvadoreños americanos--Ficción; Materiales en español--Bilingüe,El Salvador; Immigrants; Kites; DIY; Crafting; Kite Building; Recycle; Recycling,El Salvador; Inmigrantes; cometas; DIY; haciendo; construyendo cometas; reciclar; reciclando,lower grades,,,3.7,3.7,,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0033,1,latchbo0033.jpg,"Goodnight, Papito Dios",1558854673,"Buenas noches, Papito Dios",Victor Villaseñor,José Ramírez,Carolina Villarroel,A father comforts his son at bedtime by singing the turtledove song his own mother once sang to him in hopes that the child will awake refreshed and secure in the knowledge that he is loved.,Un padre consuela a su hijo durante la noche al cantarle una canción de la paloma que,2007,"Carlsbad, CA","Carlsbad, CA",33.1587944524743,-117.3547713412070,"Oceanside, CA","Oceanside, CA",33.1960750062848,-117.3796860760720,,,,,,,,,Fathers and sons--Fiction; Lullabies--Fiction; Bedtime--Fiction,Padres y hijos--Ficción; Acostarse--Ficción,Lullaby; Turtledoves; Generational; Bedtime; Sleep; Dreams,canción de cuna; tórtolas; generacional; acostarse; dormir; sueños,lower grades,,,4,3.8,118995,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0034,1,latchbo0034.jpg,Grandma and Covid,1558859551,Abuela y el Covid,Airy Sindik,Tony De Luz,Nicolás Kanellos,A young boy misses his grandmother randmother when she gets sick with COVID19 and cannot visit and call as much as she used to.,Un niño extraña a su abuela cuando ésta se enferma de COVID y no puede visitarlos o llamarlos tanto como lo hacía antes.,2022,"Houston, TX","Houston, TX",29.7607529277658,-95.3573989741675,,,,,,,,,,,,,Grandmothers--Fiction; Coronavirus--Fiction; Hispanic Americans--Fiction; Spanish language materials--Bilingual,Abuelas--Ficción; Coronavirus--Ficción; Hispanoamericanos--Ficción; Materiales en español--Bilingüe,COVID-19; Coronavirus; Grandmothers; Grandsons; Sickness; Illness; Health Protocols; Social Distancing,COVID-19; coronavirus; abuelas; nietos; enfermedad; protocolos de salud; distanciamiento social,lower grades,,,,,,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0035,1,latchbo0035.jpg,Grandma's Chocolate,1448775671,El chocolate de Abuelita,Mara Price,Lisa Fields,Gabriela Baeza Ventura,"When Sabrina's grandmother visits from Mexico, she brings gifts that make Sabrina feel like a Mayan princess. ",Cuando la abuela de Sabrina visita de México trae regalos que hacen que Sabrina se sienta como una princesa maya.,2010,Southern California,Sureste de California,33.5279283355453,-117.0495245358010,,,,,,,,,,,,,Grandmothers--Fiction; Mayas--Fiction; Indians of Mexico--Fiction; Mexican Americans--Fiction; Spanish language materials--Blingual,Abuelas--Ficción; Mayas--Ficción; Índigenas de México--Ficción; Mexicano americanos--Ficción; Materiales en español--Bilingüe,History; Mayans and Aztecs; Mexico; Traditional items; Clothing; Huipil; Chocolate; Cacao; Family; Gifts,Historia; Mayas y aztecas; México; Objetos tradicionales; Ropa; Huipil; Chocolate; Cacao; Famila; Regalos,lower grades,690L,640L,3.7,3.5,138366,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0036,1,latchbo0036.jpg,Grandpa Used to Live Alone,151850454X,Abuelo vivía solo,Amy Costales,Esperanza Gama,,"A young woman recalls her grandfather's abiding prescence in her life as he cares for her throughout her infancy adn childhood while her mother is at school or work, until she is the one fixing his snacks and seeing him safely to bed.",Una mujer joven hace un recuento de la presencia de su abuelo en su vida. Cuenta cómo la cuidaba cuando era pequeña mientras su mamá trabajaba o estudiaba hasta que ella ahora le prepara meriendas y lo lleva a la cama con cuidado.,2010,"Eugene, OR","Eugene, OR",44.0520001987770,-123.0930274420900,,,,,,,,,,,,,Grandfathers--Fiction; Spanish language materials--Bilingual,Abuelos--Ficción; Materiales en español--Bilingüe,Caregiving; Grandfathers; Grandaughters; Memories; Rice Pudding,Cuidando; Abuelos; nietas; recuerdos; arroz con leche,lower grades,,,3.9,3.9,136559,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0037,1,latchbo0037.jpg,Growing up on the Playground,1558858717,Nuestro patio de recreo,James Luna,Monica Barela-Di Bisceglie,Gabriela Baeza Ventura,"From the first day of kindergarten, Ana and her friends have fun and encourage each other on the playground until, in sixth grade, they must leave it to the younger children.","Desde el primer día de kínder, Ana y sus amigos se divierten y se animas unos a otros en el parque de recreo hasta cuando llegan al sexto año. Allí es cuando tiene que dejar el parque de recreo a los niños más chicos.",2018,"Riverside, CA","Riverside, CA",33.9815816995588,-117.3777137101090,,,,,,,,,,,,,Playgrounds--Fiction; Friendship--Fiction; Growth--Fiction; Schools--Fiction; Spanish language materials--Fiction,Patios de recreos--Ficción; Amistad--Ficción; Crecer--Ficción; Escuelas--Ficción; Materiales en español--Bilingüe,Friends; Playground; Games; Growing up; Sixth grade; School; Friendship,Amigos; patios de recreos; juegos; crecer; sexto grado; escuela; amistad,lower grades,,,,,,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0038,1,latchbo0038.jpg,Growing Up with Tamales,1936348713,Los tamales de Ana,Gwendolyn Zepeda,April Ward,Gabriela Baeza Ventura,Six-year-old Ana looks forward to growing older and being allowed more responsibility in making tamales for the family's Christmas celebrations.,"Ana, de seis años, está ansiosa por crecer y empezar a tener más responsabilidades durante la tamalada de la celebración de Navidad de su familia.",2008,"Houston, TX","Houston, TX",29.7607529277658,-95.3573989741675,,,,,,,,,,,,,Growth--Fiction; Cookery--Fiction; Hispanic Americans--Fiction; Spanish language materials--Bilingual,Crecer--Ficción; Cocina--Ficción; Hispanoamericanos--Ficción; Materiales en español--Bilingüe,Traditional food; Mexican; Cooking; Tamales; Family; Sisters; Christmas; Future,Comida tradicional; Mexicana; Cocina; Tamales; Familia; Hermanas; Navidad; Futuro,lower grades,650L,610L,3.3,3.6,122548,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0039,1,latchbo0039.jpg,"Halloween, A Day for Witches",1558859535,"Halloween, El Día de las Brujas",Maria L. Gutiérrez,Nicole Montenegro,,"Told as poem, a young boy recounts the excitement of Halloween night.","Narrado en un poema, un niño pequeño recuenta sobre la emoción de la noche de Halloween.",2022,"Oxnard, CA","Oxnard, CA",34.1984102269412,-119.1758283419550,,,,,,,,,,,,,Halloween--Fiction; Hispanic Americans--Fiction; Spanish language materials--Bilingual,Halloween--Ficción; Hispanoamericanos--Ficción; Materiales en español--Bilingüe,Halloween; Candy; Pirates; Costumes; Monsters; Witches; Rhyming; Poetry,Halloween; dulce; piratas; disfraces; monstruos; brujas; rima; poesía,lower grades,,,,,,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0040,1,latchbo0040.jpg,Harvesting Friends,1952183103,Cosechando amigos,Kathleen Contreras,Gary Undercuffler,Gabriela Baeza Ventura,"After learning that a hungry classmate is taking tomatoes fro their garden, Lupe and her mother invite neighbors to help in what becomes a community garden and gathering place. Includes recipes.","Al descubrir a un compañero hambriento tomando los tomates del huerto, Lupe y su madre invitan a los vecinos a ayudar en lo que es un jardín comunitario y un lugar de reunión. El libro incluye recetas.",2018,"Ventura, CA","Ventura, CA",33.9961852617162,-118.4893354203010,,,,,,,,,,,,,Gardening--Fiction; Community gardens--Fiction; Neighborhoods--Fiction; Hispanic American--Fiction; Spanish language materials--Bilingual,Jardinería--Ficción; Huerto de la comunidad--Ficción; Barrios--Ficción; Hispanoamericanos--Ficción; Materiales en español--Bilingüe,Community; Planting; Mexico; Sharing; Friendship; Parties; Celebrations; Neighborhood garden,"Comunidad; Plantar; México; Compartir; Amistad; Fiestas, Celebraciones; Huertos comunitarios",lower grades,AD710L,AD660L,,,,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0041,1,latchbo0041.jpg,"Hit It, Hit It, Hit It: A Fiesta of Numbers",1558857826,"Dale, Dale, Dale: Una fiesta de números",René Saldaña Jr.,Carolyn Dee Flores,,"In this bilingual counting picture book, a young boy counts to fourteen in anticipation of his birthday party: one pinanta filled with candy; two hours until the party; three tables set for all of the guests, etc.","En ese libro infantil de conteo, un niño pequeño cuenta hasta el catorce en anticipación de su fiesta de cumpelaños: una piñata llena de dulces; dos hora hasta que empieza la fiesta; tres mesas listas para los invitados, etc.",2013,"Lubbbock, TX","Lubbock, TX",33.5874601103750,-101.8500563550810,,,,,,,,,,,,,Birthdays--Fiction; Parties--Fiction; Counting; Spanish language materials--Bilingual,Cumpleaños--Ficción; Fiestas--Ficción; Contar; Materiales en español--Bilingüe,Birthday Party; piñatas; bilingual counting; family;,Fiesta de cumpleaños; piñatas; conteo bilingüe; familia,lower grades,480L,400L,2.6,1.8,166958,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0042,1,latchbo0042.jpg,"I am René, the Boy",1558853782,"Soy René, el niño",René Caolto Laínez,Fabiola Graullera Ramírez,,"When René  learns that in the United States his name is also a girl's name, he does some research and relates the name's meaning and letters to his homeland of El Salvador and the things tha make him special.","Cuando René descubre que en los Estados Unidos su nombre también es nombre de niña, investiga un poco y relaciona el significado de su nombre y las letras de su país El Salvador con las cosas que lo hacen especial.",2005,El Salvador,El Salvador,13.6840641078745,-89.3260044884474,"Los Angeles, CA","Los Angeles, CA",34.0610061466069,-118.2002894138790,,,,,,,,,"Salvadoran Americans--Juvenile fiction; Salvadoran Americans--Fiction; Names, Personal--Fiction; Schools--Fiction; Bilingualism--Fiction; Spanish language materials--Bilingual",Salvadoreños americanos--Ficción juvenil; Salvadoreños americanos--Ficción; Nombres; Persona--Ficción; Escuelas--Ficción; Materiales en español--Bilingüe,El Salvador; Immigrants; Names; Bilingual; Schools; Libraries; Books; Competition,El Salvador; Inmigrantes; Nombres; Bilingüe; Escuelas; Bibliotecas; libros; competencia,lower grades,AD540L,AD520L,3.1,3.4,86822,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0043,1,latchbo0043.jpg,I Kick the Ball,1558856889,Pateo el balón,Gwendolyn Zepeda,Pablo Torrecilla,Gabriela Baeza Ventura,"Young Toñito thinks and dreams of soccer all the time, even as he does homework, eats dinner and spends time with his family.","El pequeño Toñito piensa y sueña con el fútbol todo el tiempo, hasta cuando hace la tarea, cena y pasa tiempo con su familia.",2011,"Houston, TX","Houston, TX",29.7607529277658,-95.3573989741675,,,,,,,,,,,,,Soccer--Fiction; Spanish language materials--Bilingual,Fútbol--Ficción; Materiales en español--Bilingüe,Soccer; Routine; Practice; Dreams; Imagination,Fútbol; Rutina; Practicar; Sueños; Imaginación,lower grades,,,,,,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0044,1,latchbo0044.jpg,Icy Watermelon,1558853073,Sandía fría,Mary Sue Galindo,Pauline Rodriguez Howard,,"When three generations of a family gather to eat watermelon, the grandparents reminisce about how the sweet fruit brought them together.","Cuando tres generaciones de una familia se reúnen para comer sandía, los abuelos recuerdan cómo es que la dulce fruta los unió.",2001,"Laredo, TX","Laredo, TX",27.5049841216518,-99.5125626079702,,,,,,,,,,,,,Grandparents--Fiction; Watermelon--Fiction; Mexican Americans--Fiction; Spanish language materials--Bilingual,Abuelos--Ficción; Sandía--Ficción; Mexicano americanos--Ficción; Materiales en español--Bilingüe,Harvesting; Neighborhoods; Grandparents; Family; Watermelon; Stories; Mexican Americans,Coshechando; Barrios; Abuelos; Familia; Sandía; Historias; Mexicano americanos,lower grades,,,2.9,2.9,42457,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0045,1,latchbo0045.jpg,Isabel Allende: Memories for a Story,156492341X,Isabel Allende: Recuerdos para un cuento,Raquel Benatar,Fernando Molinari,Patricia Petersen,"A desccription of the childhood and youth of the Chilean author, Isabel Allende.","La descripción de la infancia y juventud de la escritora chilena, Isabel Allende.",2003,"Lima, Peru","Lima, Perú",-12.0447218888281,-77.0241863160038,,,,,,,,,,,,,"Allende, Isabel--Childhood and youth--Juvenile literature; Allende, Isabel--Family--Juvenile literature; Allende family--Juvenile literature; Authors, Chilean--20th century--Biography--Juvenile literature; Allende, Isabel--Childhood and youth; Authors, Chilean; Spanish language materials--Bilingual","Allende, Isabel--infancia y juventud--Literatura juvenil; Allende, Isabel--Familia--Literatura juvenil; Familia Allende--Literature juvenil; Autores, chilenos--siglo veinte--Biografía--Literatura juvenil; Allende, Isabel--infancia y juventud; Autores, chileno; Materiales en español--Bilingüe",Biograpy; Isabel Allende; Author; Family History; Chile; Grandparents; House of Spirits,Biografía; Isabel Allende; Autor; Historia de familia; Chile; Abuelos; La Casa de los espíritus,lower grades,,,,,,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0045,1,latchbo0045.jpg,Isabel Allende: Memories for a Story,156492341X,Isabel Allende: Recuerdos para un cuento,Raquel Benatar,Fernando Molinari,Patricia Petersen,"A desccription of the childhood and youth of the Chilean author, Isabel Allende.","La descripción de la infancia y juventud de la escritora chilena, Isabel Allende.",2003,"San Rafael, CA","San Rafael, CA",37.9735200523573,-122.5292894282980,"Santiago, Chile","Santiago, Chile",-33.4503382028327,-70.6847755454277,Venezuela,Venezuela,7.1622350044957,-65.3168254202576,"Lima, Peru","Lima, Perú",-12.0429042770983,-77.0373680796987,"Allende, Isabel--Childhood and youth--Juvenile literature; Allende, Isabel--Family--Juvenile literature; Allende family--Juvenile literature; Authors, Chilean--20th century--Biography--Juvenile literature; Allende, Isabel--Childhood and youth; Authors, Chilean; Spanish language materials--Bilingual","Allende, Isabel--infancia y juventud--Literatura juvenil; Allende, Isabel--Familia--Literatura juvenil; Familia Allende--Literature juvenil; Autores, chilenos--siglo veinte--Biografía--Literatura juvenil; Allende, Isabel--infancia y juventud; Autores, chileno; Materiales en español--Bilingüe",Biograpy; Isabel Allende; Author; Family History; Chile; Grandparents; House of Spirits,Biografía; Isabel Allende; Autor; Historia de familia; Chile; Abuelos; La Casa de los espíritus,lower grades,,,,,,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0046,1,latchbo0046.jpg,It's Bedtime Cucuy!,1558854916,"¡A la cama, Cucuy!",Claudia Galindo,Jonathan Coombs,John Pluecker,Cucuy does everything he can think of to avoid going to bed in this rhyming story.,Cucuy hace todo lo posible por evitar irse a la cama en esta historia rimada.,2008,"Dallas, TX","Dallas, TX",32.7761135672363,-96.8029763883245,,,,,,,,,,,,,Bedtime--Fiction; Behavior--Fiction; Monsters--Fiction; Spanish language materials--Bilingual,Hora de acostarse--Ficción; Comportamiento--Ficción; Monstruos--Ficción; Materiales en español--Bilingüe,Cucuy; Bedtime; Fighting sleep; Bedtime behavior; Monsters;,Cucuy; Hora de acostarse;  luchar para ir a  dormir; comportamiento a la hora de dormir; monstruos,lower grades,,,2.3,2.8,123861,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0047,1,latchbo0047.jpg,Josefina's Habichuelas,1558859233,Las habichuelas de Josefina,Jasminne Mendez,Flor De Vita,Adnaloy Espinosa,"Josefina gives up eating desserts for the forty days and forty nights of Lent and as a reward her mother along with her aunts and grandmother teach her to make ""habichuelas con dulce,"" a traditional Dominican dessert to be enjoyed with family during the Easter holiday.","Josefina deja de comer cosas dulces por los cuarenta días y cuarenta noches de la cuaresma y como premio, sus tías y Abuela le enseñan a hacer habichuelas con dulce, un postre dominicano tradicional que disfrutan con la familia durante la Pascua.",2021,Dominican Republic,República Dominicana,18.9408926432056,-70.0266815342004,"Houston, TX","Houston, TX",29.7607529277658,-95.3573989741675,,,,,,,,,Mothers and daughters--Fiction; Hispanic Americans--Fiction; Spanish language materials--Bilingual,Madres e hijas--Ficción; Hispanoamericanos--Ficción; Materiales en español--Bilingüe,Traditional food; Cooking; Desserts; Afrolatina; Dominican Republic,Comida tradicional; Cocinando; Postres; Afrolatina; República Dominicana,lower grades,,,,,,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0048,1,latchbo0048.jpg,Juan and the Chupacabras,1558854541,Juan y el Chupacabras,Xavier Garza,April Ward,Carolina Villarroel,"After hearing about their grandfather's boyhood encounter with the Chupacabras, a green, winged creature with glowing eyes, Juan and his cousin Luz decide to find out if the story could be true. ","Después de oír que su abuelo se encuentra con el Chupacabras, una criatura de piel verde con alas y ojos encendidos, Juan y su prima Luz deciden averiguar si la historia es cierta.",2006,"Rio Grande Valley, TX","Rio Grande Valley, TX",26.6030070931807,-98.9960026975579,,,,,,,,,,,,,Monsters--Fiction; Grandfathers--Fiction; Spanish language materials--Bilingual,Monstruos--Ficción; Abuelos--Ficción; Materiales en español--Bilingüe,Chupacabras; Folklore; Folktales; Mexican Folklore; Monsters; La Llorona; Grandfather and grandchildren,Chupacabras; Folclor; Cuentos folclóricos; folclor mexicano; monstruos; La Llorona; Abuelos y nietos,lower grades,,,4,4.1,115729,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0049,1,latchbo0049.jpg,Just One Itsy Bitsy Little Bite,,Sólo una mordidita chiquitita,Xavier Garza,Flor De Vita,Gabriela Baeza Ventura,"Just as Joaquin and his mother are about to enjoy their pan de muerto on the Day of the Dead, a skeleton arrives offering to play music in exchange for one tiny bite.","Justo cuando Joaquín y su madre están a punto de disfrutrar del Pan de Muerto, un esqueleto llega y ofrece tocar música a cambio de una mordidita chiquitita.",2018,"Rio Grande Valley, TX","Rio Grande Valley, TX",26.6030070931807,-98.9960026975579,,,,,,,,,,,,,Pastry--Fiction; Skeleton--Fiction; Musicians--Fiction; Mariachi--Fiction; All 'Souls' Day--Fiction; Spanish language materials--Bilingual,Pasteles--Ficción; Esqueleto--Ficción; Músicos--Ficción; Mariachi--Ficción; El Día de los Muertos--Ficción; Materiales en español--Bilingüe,Pan de Muerto; Day of the Dead; Skeletons; Family; Sharing; Mexico,Pan de Muerto; Día de los Muertos; Esqueletos; Familia; Compartir; México,lower grades,,,,,,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0050,?,latchbo0050.jpg,Kikirikí,,Quiquiriquí,Diane de Anda,Daniel Lechón,Karina Hernández,"Marta and Celia are horrified to learn that their family plans to eat the rooster their grandma brought home, and they set out to save him.","Marta y Celia están aterradas al descubrir que su familia planea comerse el gallo que su abuela trajo a casa, y ellos se proponen salvarlo.",2004,"Los Angeles, CA","Los Ángeles, CA",34.0610061466069,-118.2002894138790,,,,,,,,,,,,,Mexican Americans--Juvenile fiction; Mexican Americans--Fiction; Roosters--Fiction,Mexicano americanos--Ficción juvenil; Mexicano americanos--Ficción; Gallos--Ficción,Roosters; Family Dinner; Pets; Animals; Children; Mexican American;,Gallos; Cena de familia; mascotas; animales; niños; Mexicano americanos,lower grades,,,4,4,115720,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0051,1,latchbo0051.jpg,La Llorona Can't Scare Me,,La Llorona no me asusta,Xavier Garza,Xavier Garza,Gabriela Baeza Ventura,"A young boy, Damian, remains unfrightened by La Llorona and all of her monster friends.",El pequeño Damián sigue sin temer a La Llorona y a todos sus amigos.,2021,"Rio Grande Valley, TX","El Valle de Rio Grande, TX",26.6030070931807,-98.9960026975579,,,,,,,,,,,,,La Llorona--Fiction; Monsters--Fiction; Hispanic Americans--Fiction; Spanish language materials--Bilingual,La Llorona--Ficción; Monstruos--Ficción; Hispanoamericanos--Ficción; Materiales en español–Bilingüe,Folklore; Monsters; La Llorona; Witch Owl; Witches; Duendes; Chupacabras; Cucuy; Nighlight; Luchador; Fears,Folclor; Monstruos; La Llorona; Bruja lechuza; Brujas; Duendes; Chupacabras; Cucuy; Lamparita; Luchador; Miedo,lower grades,,,,,,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0052,1,latchbo0052.jpg,Let's Dance,,¡A bailar!,Judith Ortiz Cofer,Christina Ann Rodriguez,,"A young girl and her mother put on their red dresses and dance their way through the barrio, collecting friends and neighbors along the way as they go to the park to hear her father's salsa band play.","Una niña pequeña y su madre se ponen sus vestidos rojos y bailan por todo el barrio, invitando a amigos y vecinos a unirse mientras avanzan hacia el parque para oír a la banda de su padre interpretar música de salsa.",2011,"Jackson, NJ","Jackson, NJ",40.0935444596980,-74.3620670117726,,,,,,,,,,,,,Dance--Fiction; Salsa (Music)--Fiction; Hispanic Americans--Fiction; Bands (Music)--Fiction,Bailar--Ficción; Salsa (Música)--Ficción; Hispanoamericanos--Ficción; Bandas (Música)--Ficción,Dancing; Singing; Song; Rhythm; Salsa; Salsa Band; Music; Neighborhood; Blending languages,Bailando; cantando; Canción; ritmo; Salsa; banda de salsa; Música; barrios; Mezclan de indiomas,lower grades,,,3.3,,147135,"Majority of book is written in English, however the song is bilingual and the conversations code-switch in English and Spanish",,Image; StillImage,image/jpg,Arte Público Press,
