objectid,title,Creator ,description,Date,location,Latitude,Longitude,subject,source,type,format,rights,rightsstatement,object_location,filename
latchbo0065,Mayte and the Bogeyman,Acosta González; Christina Rodriguez,"Mayte loves to look and listen to the street vendors as they pass by; except for Don Aparicio, the ice cream vendor, whom she and her best friend believe is actually El Cuco, the Bogeyman.",2006,"Río Piedras, Puerto Rico",18.38972246,-66.04126846,Street vendors--Fiction; The Bogeyman--Fiction; Hispanic Americans--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0065.jpg
latchbo0066,Mimí's Parranda,Lydia M. Gil; Hernán Sosa,"Mimí is excited for her family's annual trip to Puerto Rico, especially for the food and parrandas, during the Christmas holiday; and she is disappointed when her mother tells her they will be not be going this Christmas.",2006,"Mayagüez, Puerto Rico",18.19029253,-67.13640792,Christmas--Fiction; Parrandas--Fiction; Puerto Rico--Fiction; Hispanic American--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0066.jpg
latchbo0067,Mother Fox and Mr. Coyote,Victor Villaseñor; Felipe Ugalde Alcántara,Mamá Zorra distracts a hungry coyote from eating her and her three cubs by persuading him that the moon's reflection in  a pond is actually a giant wheel of cheese.,2004,"Carlsbad, California",33.16052951,-117.3507665,Foxes--Folklore; Coyote--Folklore; Moon--Folklore; Follklore--Mexico; Spanish language materials--Bilingual.,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0067.jpg
latchbo0068,Muffler Man,Tito Campos; Lamberto and Beto Alvarez,"Chuy works hard at the muffler shop to earn enough money to join his father in America, where together they create an army of ""muffler men,"" statues made from old muffler parts, that they scatter around the city.",2001,"Los Angeles, California",34.05464511,-118.2438575,Fathers and sons--Fiction; Sculpture--Fiction; Mexican Americans--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0068.jpg
latchbo0069,My Big Sister,Samule Caraballo; Thelma Muraida,"Before and after school, Anita takes wonderful care of her little brother while their parents work in a factory, sewing jeans.",2012,"Vieques, Puerto Rico",18.14725676,-65.44500157,Brother and sisters--Fiction; Hispanic Americans--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0069.jpg
latchbo0070,My Grandparents and I,Samuel Caraballo; D. Nina Cruz,"Told in verse,  a young boy narrates his close relationship with his grandparents throughout the seasons.",2004,"Vieques, Puerto Rico",18.14725676,-65.44500157,Grandparents--Fiction; Seasons--Fiction; Puerto Rico--Fiction; Stories in rhyme; Spanish lanuage materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0070.jpg
latchbo0071,My Parents: Heroes of the Harvest,Samuel Caraballo; Obed Gómez,"A young boy speaks lovingly of his parents, who toil in the fields all day long harvesting fruits and vegetables, and return home in the evening for a well-deserved rest.",2005,"Vieques, Puerto Rico",18.14725676,-65.44500157,Parents--Fiction; Harvesting--Fiction; Farm life--Fiction; Stories in rhyme; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0071.jpg
latchbo0072,My Shoes and I: Crossing Three Borders,René Colato Laínez; Fabricio Vaden Broeck,"As a boy and his Papá travel from El Salvador to the United States to be reunited with Mamá, his wonderful new shoes help to distract him from the long and difficult journey",2019," San Salvador, El Salvador",13.69473844,-89.19138814,Travel--Fiction; Emigration and immigration--Fiction; Shoes--Fiction; Fathers and sons--Fiction; Central America--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0072.jpg
latchbo0073,My Sister Dulce's Birthday,Erika Said; Claudia Navarro,Dulce must choose which candies to put in her piñata for her birthday party without them getting squished.,2022,"Houston, Texas",29.7535998,-95.35739879,Parties--Fiction; Birthdays--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0073.jpg
latchbo0074,My Tata's Guitar,Ethriam Cash Brammer; Daniel Lechón,"While sharing stories of their Mexican-American family's past, a grandfather gives his grandson the guitar he received from his own father. ",2003,"El Centro, California",32.79170078,-115.5627075,Guitar--Fiction; Fathers and sons--Fiction; Mexican Americans--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0074.jpg
latchbo0075,No Time for Monsters,Spelile Rivas; Valeria Cervantes,"Each time Mamá asks Roberto to help around the house, he claims to be afraid that a monster will take him away.",2010,"Houston, Texas",29.7535998,-95.35739879,Housekeeping--Fiction; Behavior--Fiction; Monsters--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0075.jpg
latchbo0076,"Oh, Divine Catrina",Aracely De Alvarado; Claudia Navarro,"Catrina, a Mexican skeleton, searches for just the right outfit to wear to a Day of the Dead dance in this bilingual picture book for children ages 5-8",2020,"Monterrey,  Nuevo León, Mexico",25.689857,-100.3159419,Skeleton--Fiction; Clothing and dress--Fiction; All Souls' Day--Fiction; Spanish language materials--Blingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0076.jpg
latchbo0077,Pepita and the Bully,Ofelia Duma Lachtman; Alex Pardo DeLange,"After a mean-spirited girl bullies her for three days in a row, Pepita no longer wants to go to her new school. ",2011,"Los Angeles, California",34.0507663,-118.2648393,Bullies--Fiction; Schools--Fiction; Hispanic Americans--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0077.jpg
latchbo0078,Pepita Finds Out,Ofelia Duma Lachtman; Alex Pardo DeLange,"Pepita is afraid that her report about her family members may not be interesting, but she ultimately realizes that all of them play an important role in her life.",2002,"Los Angeles, California",34.0507663,-118.2648393,Family life--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0078.jpg
latchbo0079,Pepita on Pepper Street,Ofelia Duma Lachtman; Alex Pardo DeLange,"Pepita, unhappy about her family's move to a street where everything is new to her, is not very friendly to her neighbors as they pass by, but later has another chance to make friends.",2008,"Los Angeles, California",34.0507663,-118.2648393,"Moving, Household--Fiction; Hispanic Americans--Fiction; Neighborhood--Fiction; Spanish language materials--Bilingual",,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0079.jpg
latchbo0080,Pepita Packs Up,Ofelia Duma Lachtman; Alex Pardo DeLange,"As her family prepare to move to a new home, Pepita refuses to pack her toys or say goodbye to anyone, because saying goodbye might make her cry.",2005,"Los Angeles, California",34.0507663,-118.2648393,Moving Household--Fiction; Hispanic Americans--Fiction; Neighborhood--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0080.jpg
latchbo0081,Pepita Takes Time,Ofelia Duma Lachtman; Alex Pardo DeLange,"Pepita thinks it doesn't matter that she is always late, until she finally realizes how her tardiness affects other people and herself.",2001,"Los Angeles, California",34.0507663,-118.2648393,Tardiness--Fiction; Behavior--Fiction; Hispanic Americans--Fiction; Interpersonal relations--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0081.jpg
latchbo0082,Pepita Talks Twice,Ofelia Duma Lachtman; Alex Pardo DeLange,"Pepita, a little girl who can converse in Spanish adn English, decides not to ""speak twice"" until unanticipated problems cause her to think twice about her decision.",1995," Los Angeles, California",34.0507663,-118.2648393,Bilingualism--Fiction; Spanish language--Fiction; English language--Fiction; Decision making--Fiction; Hispanic Americans--Fiction,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0082.jpg
latchbo0083,Pepita Thinks Pink,Ofelia Duma Lachtman; Alex Pardo DeLange,Pepita does not like the color pink and is dismayed to learn that it is the favorite color of the little girl who moves in next door.,1998,"Los Angeles, California",34.0507663,-118.2648393,Pink--Fiction; Color--Fiction; Prejudices--Fiction; Friendship--Fiction; Mexican American--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0083.jpg
latchbo0084,Remembering Grandma,Teresa Armas; Pauline Rodriguez Howard,Lorena remembers the moments she spent together with her grandmother before her death and helps her granfather find peace.,2003,"Hacienda Heights, California",33.99411113,-117.9669706,Grandparents--Fiction; Hispanic Americans--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0084.jpg
latchbo0085,René Has Two Last Names,René Colato Laínez; Fabiola Graullera Ramírez,"In this story based on the author's childhood, a young Salvadoran immigrant is teased for having two last names until he presents his family tree project celebrating his heritage.",2009,"San Salvador, El Salvador",13.69473844,-89.19138814,"Salvadoran Americans--Juvenile fiction; Salvadoran Americans--Fiction; Immigrants--Fiction; Names, Personal--Fiction; Schools--Fiction; Spanish language materials--Bilingual",,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0085.jpg
latchbo0086,Ricardo's Race,Diane Gonzales Bertrand; Anthony Accardo,"A biographical description of Dr. Ricardo Romo's early life, sportmanship, and education before becoming the President of UTSA.",2007,"San Antonio, Texas",29.43045738,-98.50924795,"Romo, Ricardo--Juvenile literature; Hispanic American educators--Biography--Juvenile literature; Educators--United States--Biography--Juvenile literature; University of Texas at San Antonio--Presidents--Biography--Juvenile literature; Historians--United States--Biography--Juvenile literature",,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0086.jpg
latchbo0087,Salsa,Lillian Colón-Vilá; Roberta Collier-Morales,"Rita, a young girl living in New York's El Barrio, describes the Afro-Caribbean dance music, salsa, and imagines being a salsa orchestra director.",1998,"El Barrio, New York",40.81193289,-73.94568201,Hispanic American--Fiction; Salsa--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0087.jpg
latchbo0088,Sand and Song: The ABCS of the River,Alma Flor Ada & Rosalma Zubizarreta-Ada; Gabhor Utomo,Short poems for children about rivers and the life found along them.,2020," Camagüey, Cuba",21.39234435,-77.90062527,"Stream ecology--Juvenile poetry; Rivers--Juvenile poetry; Children's poetry, American; Stream ecology--Poetry; Rivers--Poetry; American poetry; Spanish language materials--Bilingual",,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0088.jpg
latchbo0089,"Sing, Froggie, Sing",Arte Público Press; Carolyn Dee Flores,"Sing, Froggie, SIng is a folksong that has many versions and is performed wherever Spanish is spoken. It has delighted generations of children while also strengthening their memory.",2013,"Houston, Texas",29.7535998,-95.35739879,"Frogs--Songs and music; Insects--Songs and music; Animals--Songs and music; Animal sounds--Songs and musics; Folk songs, Spanish; Children's songs; Spanish language materials--Bilingual",,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0089.jpg
latchbo0090,"Sip, Slurp, Soup, Soup",Diane Gonzales Bertrand; Alex Pardo DeLange,A rhythmic text with repetitive phrases relates how the children watch Mamá make soup (recipe included) and go with Papá to get tortillas before enjoying the results of her labor.,1996,"San Antonio, Texas",29.43045738,-98.50924795,Soups--Fiction; Tortillas--Fiction; Mexican Americans--Fiction; Family Life--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0090.jpg
latchbo0091,"Sofi and the Magic, Musical Mural",Raquel M. Ortiz; Maria Dominguez,"On the way back from the bodega, SofÍa is drawn into a life-like mural of Old San Juan where she dances, sings, and conquers her fear of the vejigante before being called back to the barrio by her mother.",2015,"South Bronx, New York",40.8183186,-73.9166237,Mural painting and decoration--Fiction; Fear--Fiction; Dance--Fiction; San Juan (P.R.)--History--Fiction,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0091.jpg
latchbo0092,Sofi Paints Her Dreams,Raquel M. Ortiz; Roberta Collier-Morales,"After a bad school day, Sofi is transported from a New York City community garden to the Dominican Republic and Haiti , and helps composer Juan Luis and artist Guerlande.",2019,"New York City, New York",40.71528695,-74.00310202,Space and time--Fiction; Composers--Fiction; Artists--Fiction; San Pedro de Macorís (Dominican Republic)--History--Fiction; Croix des Bouquets (Haiti)--History--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0092.jpg
latchbo0093,SofÍa and the Purple Dress,Diane Gonzales Bertrand; Lisa Fields,"Third-grader SofÍa wants to wear a beautiful, hand-me-down dress to her cousin Rosario's quinceañera, but first she will have to lose some weight by exercising and eating healthier foods, with help from her mother and sister.",2012,"San Antonio, Texas",29.43045738,-98.50924795,Overweight persons--Fiction; Weight control--Fiction; Food habits--Fiction; Exercise--Fiction; Family life--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0093.jpg
latchbo0094,Spending Time With Dad,Elías David; Claudia Delgadillo,A young boy recounts the days he spends with his Dad caring for him.,2023,"Reynosa, Mexico",26.05096172,-98.29380331,Fathers and sons--Fiction; Hispanic American--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0094.jpg
latchbo0095,Sundays on Fourth Street,Amy Costales; Elaine Jerome,"A young girl enjoys her family's weekly trip to Fourth Street, where she and her cousins eat mangos and tacos, look at clothes and shoes, watch all the people on the busy street and take care of such chores as haricuts and grocery shopping.",2009,"Santa Ana, California",33.74651652,-117.8691284,Family life--Fiction; Streets--Fiction; Mexican Americans--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0095.jpg
latchbo0096,Sunflowers,Gwendolyn Zepeda; Alisha Ann Guadalupe Gambino,"After helping her grandfather plant squash, onions, carrots, cabbage, and other vegetables that her mother uses in soups and salsas, seven-year-old Marisol plants sunflower seeds in her neighbors' yards, and weeks later, everyone gets to enjoy the fruits of Marisol's labor.",2009,"Houston, Texas",29.7535998,-95.35739879,Gardening--Fiction; Grandfathers--Fiction; Hispanic Americans--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0096.jpg
latchbo0097,The Amazing Watercolor Fish,Carolyn Dee Flores,"In this bilingual poetry picture book, a fish paints what she imagines the world to look like outside the borders of her bowl to another fish. ",2018,"San Antonio, Texas",29.43045738,-98.50924795,Fish--Juvenile Poetry; Painting--Juvenile Poetry; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0097.jpg
latchbo0098,The Bakery Lady,Pat Mora; Pablo Torrecilla,"Mónica, who wants to be a baker like her grandmother, finds the doll hidden in the bread on the feast for the Three Kings and thus gets to bake cookies for the next fiesta.",2001,"El Paso, Texas",31.76083401,-106.4760287,Baking--Fiction; Cookies--Fiction; Mexican Americans--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0098.jpg
latchbo0099,The Battle of the Snow Cones,Lupe Ruiz-Flores; Alisha Gambino,"Ten-year-old Elena sets up a snow cone stand in front of her house, and when her friend Alma sets up a stand of her own, it creates an ever-escalating competition between the two girls to see who can outdo the other.",2010,"San Antonio, Texas",29.43045738,-98.50924795,Snow cones--Fiction; Competition (Pscyhology)--Fiction; Friendship--Fiction; Hispanic Americans--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0099.jpg
latchbo0100,The Boy of Maize,Mario Bencastro; Christina Rodriguez,"In this version of the Mayan origin story, the child Balám travels to a village on the back of a big blue turtle, but he is preceded by a louse, a toad, a snake, and a hawk, all carrying the good news of his arrival.",2022,El Salvador,13.79768246,-88.8960164,Mayas--Folklore; Indians of Central America--Folklore; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0100.jpg
latchbo0101,The Boy Who Touched the Stars,José M. Hernández; Steven James Petruccio,An autobiographical account of astronaut José M.  Hernández; born to a migrant farm-working family from Mexico; he works hard in school and with the support of his parents and family pursues his lifelong dream of becoming an astronaut.,2019,"La Piedad, Michoacán, Mexico",20.33141988,-102.0401368,"Hernández, José M., 1962--Juvenile literature; Astronauts--United States--Biography--Juvenile literature; Hispanic American astronauts--Juvenile literatue; Migrant agricultural laborers--California--Biography--Juvenile literature",,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0101.jpg
latchbo0102,The Cucuy Stole My Cascarones,Spelile Rivas; Valeria Cervantes,"Roberto and his mother made thirty dozen confetti-filled eggs, or cascarones, for guests at his birthday party, and he is sure the boogeyman--the cucuy--has stolen them along with the tamales, cake, and piñata.",2013,"Houston, Texas",29.7535998,-95.35739879,Lost and found possessions--Fiction; Neighborhood--Fiction; Birthdays--Fiction; Parties--Fiction; Mystery and detective stories; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0102.jpg
latchbo0103,The Desert is My Mother,Pat Mora; Daniel Lechón,"A poetic depiction of the desert as the provider of comfort, food, spirit, and life.",1994,"El Paso, Texas",31.76083401,-106.4760287,"Deserts--Juvenile poetry; Children's poetry, American--Translations into Spanish; Children's poetry, American; Deserts--Poetry; American poetry; Spanish language materials--Bilingual",,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0103.jpg
latchbo0104,The EGGbees: A Story About Family,Olivia Echeverria-Bis; Charmaine Echeverria Gyorkos,"On a faraway planet, the EGGerson family is visited by relatives from a nearby country, MEGGxico, and although some of their shells are brown and some are white, the cousins soon discover that they have much in common.",2009,"Los Angeles, California",34.0507663,-118.2648393,Cousins--Fiction; Prejudices--Fiction; Life on other planets--Fiction; Eggs--Fiction,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0104.jpg
latchbo0105,The Empanadas that Abuela Made,Diane Gonzales Bertrand; Alex Pardo DeLange,"Told in the style of a cumulative folk song, a grandmother makes empanadas, a traditional Hispanic treat, for her family. Includes recipe.",2003,"San Antonio, Texas",29.43045738,-98.50924795,Mexican Americans--Juvenile fiction; Mexican American--Fiction; Empanadas--Fiction; Grandmothers--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0105.jpg
latchbo0106,The Frog and His Friends Save Humanity,Victor Villaseñor; José Ramírez,"In the Spring of Creation, the animals gather around a newly arrived creature and decide that it is funny and cute--a joke of Mother Nature--and work toegether to save this first human child from extinction.",2005,"Carlsbad, California",33.16052951,-117.3507665,Babies--Fiction; Animals--Fiction; Human-animal relationships--Fiction; Creation--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0106.jpg
latchbo0107,The Gift of the Poinsettia,Pat Mora and Charles Ramírez Berg; Daniel Lechón,"As he participates in the festivities of Las Posadas, preparing for the birth of Christ, a young Mexican boy worries about what gift he will have for baby Jesus.",1995,"San Bernardo, Mexico",16.82684685,-96.89890296,Christmas--Fiction; Posadas (Social custom)--Fiction; Mexico--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0107.jpg
latchbo0108,The Golden Flower: A Taíno Myth from Puerto Rico ,Nina Jaffe; Enrique O. Sánchez,"This myth explains the origin of the sea, the forest, and the island now called Puerto Rico.",2005,"New York City, New York",40.71497991,-74.00580197,Taino Indians--Legends; Tales--Puerto Rico; Taino Indians--Legends; Indians of the West Indies--Puerto Rico--Legends; Creation--Folklore; Folklore--Puerto Rico,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0108.jpg
latchbo0109,The Hero of Cinco de Mayo: Ignacio Zaragoza Seguín,José Angel Gutiérrez; Stephen Marchesi,"A biographical account of Ignacio Zaragoza Seguín, the commander of the Mexican army and navy during the battle that took place on Cinco de Mayo against the French army. ",2017,"Puebla, Mexico",19.04197616,-98.20464164,"Seguín, Igancio Zaragoza--Juvenile literature; Mexican soldiers--Juvenile literature; Cinco de Mayo--Juvenile literature; Spanish language materials--Bilingual",,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0109.jpg
latchbo0110,The Land of Lost Things,Dina Bursztyn,"When he looks for his missing blue pencil, a boy enters a stranger new world which contains some very familiar objects.",2011,Argentina,-35.08483021,-65.03633902,Lost and found possessions--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0110.jpg
latchbo0111,The Land of the Riddles,César Villarreal Elizondo; Anthony Accardo,"Sergio and Noemí find themselves transported into a strange land, where a scary woman who has betwitched many other townspeople tries to trap them with riddles they cannot answer.",2002,"Sabinas Hidalgo, Nuevo León, Mexico",26.50857521,-100.173807,Riddles--Fiction; Witches--Fiction; Fantasy; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0111.jpg
latchbo0112,The Last Doll,Diane Gonzales Bertrand; Anthony Accardo,"A beautiful old-fashioned doll, long neglected on a toy store's shelves, becomes the last special doll given to a young girl when she celebrates her fifteenth birthday.",2000,"San Antonio, Texas",29.43045738,-98.50924795,Dolls--Fiction; Birthdays--Fiction; Mexican Americans--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0112.jpg
latchbo0113,The Little Doctor,Juan J. Guerra; Victoria Castillo,"Salvador assists his grandmother going to the doctor, but dislikes the way doctors care for their patients, he vows to become a doctor who speaks Spanish and English and cares about their patients.",2017,El Salvador,13.79768246,-88.8960164,Grandmothers and grandsons--Fiction; Healthcare--Fiction; Hispanic American--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0113.jpg
latchbo0114,The Party for Papa Luis,Diane Gonzales Bertrand; Alejandro Galindo,"A cumulative tale in which Papá Luis' family and friends make preparations for his brithday fiesta,complete with piñata , and a clown.",2010,"San Antonio, Texas",29.43045738,-98.50924795,Parties--Fiction; Birthdays--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0114.jpg
latchbo0115,The Patchwork Garden,Diane de Anda; Oksana Kemarskaya,"Toña and her grandmother decide to start a garden on a little patch of land in the city, this encourages Toña to start a patchwork gardening club for the kids in the neighborhood.",2013,"Los Angeles, California",34.0507663,-118.2648393,Gardening--Juvenile fiction; Vegetables--Juvenile fiction; Grandmothers--Juvenile fiction; Communties--Juvenile fiction; Gardening--Fiction; Vegetables--Fiction; Grandmothers--Fiction; Community life--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0115.jpg
latchbo0116,The Place Where you Live,James Luna; Thelma Muraida,"Simple rhyming, repetitive text describes ""the place where you live,"" from the warm and sunny kitchen smelling of tortillas and hot chocolate to the yard, neighbors, school, library, and front porch.",2015,"San Bernardino,  California",34.11160697,-117.2899378,Stories in rhyme; Home--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0116.jpg
latchbo0117,The Poet Upstairs,Judith Ortiz Cofer; Oscar Ortiz,"When a poet moves into the apartment above hers, young Juliana asks to meet her and together they write poems of tropicals birds and a river that flows to the sea, typing out words that change the world, if only for a while.",2012,"Hormigueros, Puerto Rico",18.13825998,-67.11061126,Poetry--Fiction; Authorship--Fiction; Imagination--Fiction,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0117.jpg
latchbo0118,The Remembering Day,Pat Mora; Robert Casilla,"Long ago in what would come to be called Mexico, as Mamá Alma and her granddaughter, Bella, recall happy times while walking in the garden they have tended together since Bella was a baby, Mamá Alma asks that after she is gone her family remember her on one special day each year.",2015,"El Paso, Texas",31.76420638,-106.4851943,Grandmothers--Fiction; Gardens--Fiction; Holidays--Mexico--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0118.jpg
latchbo0119,"The Rowdy, Rowdy Ranch",Ethriam Cash Brammer; D. Nina Cruz,"On the first visit to El Rancho Grande in Mexico, a Mexican-American boy hears the story of how his grandfather bought it ""for a song.""",2003,"Los Angeles, CA",34.0507663,-118.2648393,Mexican Americans--Juvenile fiction; Mexican Americans--Fiction; Grandparents--Fiction; Ranch life--Mexico--Fiction; Mexico--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0119.jpg
latchbo0120,The Runaway Piggy,James Luna; Laura Lacámara,A Mexican piggy cookie escapes from the bakery before it can be eaten and eludes an ever-growing line of people pursuing it. Includes recipes for piggy cookies.,2010,"Riverside, California",33.98655138,-117.376529,Folklore; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0120.jpg
latchbo0121,The Story Circle,Diane Gonzales Bertrand; Wendy Martin,"The students attend school once again after a hurricane and are sad as their classroom library was destroyed, but find they can tell their own stories using their imagination.",2016,"San Antonio, Texas",29.43045738,-98.50924795,Stories--Fiction; Hispanic Americans--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0121.jpg
latchbo0122,The Stranger and the Red Rooster,Victor Villaseñor; José Jara,"When a tall, thin stranger with a horribly scarred face comes to Carlsbad, California, everyone is afraid of him until he and his big red rooster make them laugh.",2006,"Carlsbad, California",33.16052951,-117.3507665,Strangers--Fiction; Roosters--Fiction; Mexican Americans--Fiction; California--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0122.jpg
latchbo0123,The Tongue Twister Tournament,Nicolás Kanellos; Anne Vega,Contestants compete to say different tongue twisters in this bilingual children's book.,2016,"New York City, New York",40.71497991,-74.00580197,Tongue twisters--Fiction; Hispanic Americans--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0123.jpg
latchbo0124,The Triple Banana Split Boy,Lucha Corpi; Lisa Fields,"Young Enrique, who loves to eat desserts, learns how to control--and appreciate--his sweet tooth, with the help of his mother and El Coco, a fearsome creature with a huge mouth and sticky hair.",2009,"Oakland, California",37.80310397,-122.2696522,Food habits--Fiction; Desserts--Fiction; Hispanic Americans--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0124.jpg
latchbo0125,The Woodcutter's Gift,Lupe Ruiz-Flores; Elaine Jerome,"When a tree falls in the middle of a small town, Tomás, a woodcutter makes beautiful animal carvings out of the dead tree for the community to enjoy together.",2007,"San Antonio, Texas",29.43045738,-98.50924795,Trees--Fiction; Woodcutter--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0125.jpg
latchbo0126,These Hand: My Family's Hands,Samuel Caraballo; Shawn Costello,"In this ode to family, the young narrator compares the hands of family members to plants in the natural world. She promises to give back all the love they have always given her. ",2014,"Vieques, Puerto Rico",18.12921756,-65.44027152,Families--Fiction; Love--Fiction; Hand--Fiction; Hispanic Americans--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0126.jpg
latchbo0127,Tina and the Scarecrow Skins,Ofelia Dumas Lachtman; Alex Pardo DeLange,"Tina's mother doesn't seem to accept her new friend until the night Mamá cooks tamales, and they learn they both speak the same language.",2002,"Los Angeles, California",34.0507663,-118.2648393,Friendship--Fiction; Prejudices--Fiction; Mothers--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0127.jpg
latchbo0128,Tomasa the Cow,Pietrapiana,"Tired of being hooked to a milking machine, Tomasa the one-horned cow leaves the farm on a quest to find freedom.",1999,"Buenos Aires, Argentina",-34.60110361,-58.36854862,Cows--Fiction; Freedom--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0128.jpg
latchbo0129,Uncle Chente's Pinic,Diane Gonzales Bertrand; Pauline Rodriguez Howard,"A big rainstorm and a power failure during a Fourth of July picnic in honor of Uncle Chente cause a change in plans, resulting in a very special family gathering.",2001,"San Antonio, Texas",29.43045738,-98.50924795,Picnicking--Fiction; Fourth of July--Fiction; Uncles--Fiction; Mexican Americans--Fiction; Spanish language materials--Bilingual,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0129.jpg
